transaction_id,customer_id,transaction_amount,transaction_frequency,transaction_hour,distance_from_usual_location_km,account_age_days
TXN501182,CUST20021,77370,1,6,5.8,399
TXN501183,CUST20442,27219,1,15,1.6,402
TXN501184,CUST20086,23666,1,18,2.3,642
TXN501185,CUST20888,21999,2,17,0.9,1927
TXN501186,CUST20017,480000,2,17,1.4,2835
TXN501187,CUST20809,11309,2,17,7.1,2893
TXN501188,CUST20466,13249,1,12,2.9,2980
TXN501189,CUST20785,7474,1,10,5.0,1345
TXN501190,CUST20398,273549,1,12,0.1,1389
TXN501191,CUST20591,30509,2,18,4.4,590
TXN501192,CUST20574,14796,2,22,0.3,1017
TXN501193,CUST20363,164092,1,15,2.9,622
TXN501194,CUST20249,9559,1,9,2.6,3039
TXN501195,CUST20899,8731,1,23,0.2,2043
TXN501196,CUST20260,223577,1,16,0.9,3920
TXN501197,CUST20424,12188,1,11,3.2,549
TXN501198,CUST20225,32020,2,13,0.0,1769
TXN501199,CUST20555,17253,3,23,7.9,469
TXN501200,CUST20314,11418,1,15,0.9,1985
TXN501201,CUST20435,65793,4,20,3.6,3199
TXN501202,CUST20429,36780,1,13,1.8,1155
TXN501203,CUST20735,25773,1,11,1.9,1579
TXN501204,CUST20013,23190,2,15,12.6,750
TXN501205,CUST20098,223252,1,9,1.1,2124
TXN501206,CUST20542,54920,2,9,3.6,2571
TXN501207,CUST20043,12122,1,11,0.0,2904
TXN501208,CUST20078,16484,1,13,3.8,3271
TXN501209,CUST20651,4698,3,13,1.4,1997
TXN501210,CUST20507,3545,1,14,0.0,2436
TXN501211,CUST20429,25464,1,8,4.6,1155
TXN501212,CUST20818,26333,1,15,1.2,183
TXN501213,CUST20467,16961,1,20,3.2,2380
TXN501214,CUST20198,5114,22,20,18.7,2102
TXN501215,CUST20534,245884,1,17,1.4,557
TXN501216,CUST20527,68955,4,15,4.2,2209
TXN501217,CUST20844,431099,1,16,0.1,1224
TXN501218,CUST20787,11460,2,21,0.2,1833
TXN501219,CUST20387,53824,3,11,4.2,2706
TXN501220,CUST20289,459852,1,22,5.9,500
TXN501221,CUST20745,38212,2,20,0.5,3838
TXN501222,CUST20381,37213,1,2,0.4,3997
TXN501223,CUST20517,29178,1,10,1.3,666
TXN501224,CUST20546,17719,1,17,0.1,1144
TXN501225,CUST20885,6989344,1,18,2.7,2851
TXN501226,CUST20592,38448,1,13,3.1,1576
TXN501227,CUST20863,15085,1,17,1.3,3858
TXN501228,CUST20182,16473,1,15,3.6,2709
TXN501229,CUST20604,58320,2,16,3.4,1508
TXN501230,CUST20847,19203,2,14,2.5,521
TXN501231,CUST20593,14824,1,14,8.3,1089
TXN501232,CUST20143,22092,2,15,6.6,1985
TXN501233,CUST20471,26244,1,17,4.6,2185
TXN501234,CUST20455,20415,2,20,1.9,76
TXN501235,CUST20371,40965,1,18,0.0,645
TXN501236,CUST20119,32491,1,8,2.1,1560
TXN501237,CUST20086,28026,1,8,0.4,642
TXN501238,CUST20516,36422,1,12,1.7,3728
TXN501239,CUST20131,11028,3,16,1.6,2331
TXN501240,CUST20096,49535,1,12,0.8,432
TXN501241,CUST20278,77499,4,5,1.3,921
TXN501242,CUST20899,24112,1,18,4.1,2043
TXN501243,CUST20408,169954,1,17,0.9,3701
TXN501244,CUST20775,32485,1,17,8.1,2703
TXN501245,CUST20408,133192,1,18,3.4,3701
TXN501246,CUST20863,24972,2,18,3.1,3858
TXN501247,CUST20258,480000,4,18,9.6,56
TXN501248,CUST20571,5161454,1,18,11.1,2844
TXN501249,CUST20076,37719,23,7,13.1,250
TXN501250,CUST20764,23655,1,17,7.1,1521
TXN501251,CUST20590,50125,2,15,1.5,1677
TXN501252,CUST20487,18498,2,15,2.1,3724
TXN501253,CUST20544,7441174,2,17,3.2,1885
TXN501254,CUST20196,13202,1,13,1.8,3327
TXN501255,CUST20317,41885,3,23,3.8,459
TXN501256,CUST20359,10334,3,14,3.2,2284
TXN501257,CUST20602,8041,1,8,0.1,1530
TXN501258,CUST20194,25016,2,16,1.1,1003
TXN501259,CUST20469,24568,1,14,6.5,1050
TXN501260,CUST20814,114104,1,20,4.2,2263
TXN501261,CUST20389,19830,1,10,3.0,268
TXN501262,CUST20403,339062,1,12,0.2,854
TXN501263,CUST20660,39101,1,12,6.6,944
TXN501264,CUST20898,21920,1,13,7.6,177
TXN501265,CUST20394,360424,1,18,4.8,1664
TXN501266,CUST20617,12721,1,15,0.8,761
TXN501267,CUST20229,461796,1,16,5.9,861
TXN501268,CUST20704,48886,1,23,9.4,1021
TXN501269,CUST20470,11575,1,19,5.9,3709
TXN501270,CUST20127,328469,2,19,0.2,3954
TXN501271,CUST20398,170276,2,11,2.4,1389
TXN501272,CUST20067,28888,1,17,1.4,1283
TXN501273,CUST20400,31941,1,12,0.7,2072
TXN501274,CUST20196,15605,1,15,0.1,3327
TXN501275,CUST20101,68091,1,12,3.0,494
TXN501276,CUST20158,29531,1,14,1.2,3617
TXN501277,CUST20601,35867,1,12,5.3,3165
TXN501278,CUST20829,34888,1,15,2.5,3313
TXN501279,CUST20018,99931,1,14,8.7,400
TXN501280,CUST20520,50993,1,24,1.2,2429
TXN501281,CUST20565,77072,1,7,3.1,3055
TXN501282,CUST20190,22060,1,16,8.0,3717
TXN501283,CUST20601,42735,1,11,11.3,3165
TXN501284,CUST20847,29293,1,15,2.6,521
TXN501285,CUST20252,21403,1,14,8.5,1870
TXN501286,CUST20570,66057,1,16,2.1,3508
TXN501287,CUST20246,136692,1,18,1.3,1664
TXN501288,CUST20308,38478,2,17,0.1,1894
TXN501289,CUST20190,34885,1,18,4.8,3717
TXN501290,CUST20671,46928,2,16,2.0,1800
TXN501291,CUST20513,17124,1,13,2.1,271
TXN501292,CUST20161,36661,3,12,4.6,208
TXN501293,CUST20249,18022,1,18,0.7,3039
TXN501294,CUST20799,43966,2,8,0.2,3777
TXN501295,CUST20252,21622,1,16,4.8,1870
TXN501296,CUST20007,44401,1,9,0.4,1356
TXN501297,CUST20552,18593,1,17,6.7,2638
TXN501298,CUST20333,8450,1,22,1.2,3898
TXN501299,CUST20406,48643,2,13,12.4,2880
TXN501300,CUST20470,16063,1,21,5.7,3709
TXN501301,CUST20117,26203,3,14,0.9,3741
TXN501302,CUST20845,16674,2,16,5.2,1434
TXN501303,CUST20893,259667,1,18,4.2,3472
TXN501304,CUST20870,56105,1,10,0.6,287
TXN501305,CUST20483,35913,1,9,3.3,2613
TXN501306,CUST20892,22909,1,12,2.1,537
TXN501307,CUST20436,49591,33,20,2.8,113
TXN501308,CUST20711,16066,1,15,1.2,1285
TXN501309,CUST20192,213109,1,19,1.2,255
TXN501310,CUST20787,18205,1,16,5.8,1833
TXN501311,CUST20833,49751,1,15,1.4,2948
TXN501312,CUST20535,28623,1,13,6.4,864
TXN501313,CUST20771,24496,1,13,6.0,2540
TXN501314,CUST20231,72956,4,13,0.5,2363
TXN501315,CUST20180,11581,1,15,3.6,3019
TXN501316,CUST20835,34251,1,18,1.5,2855
TXN501317,CUST20253,13286,1,10,1.8,2653
TXN501318,CUST20790,66399,1,20,0.6,2743
TXN501319,CUST20195,30455,1,12,0.4,903
TXN501320,CUST20370,31492,1,10,6.0,1341
TXN501321,CUST20808,11279,1,19,3.6,1118
TXN501322,CUST20126,15276,1,16,0.4,918
TXN501323,CUST20527,76430,3,13,0.0,2209
TXN501324,CUST20311,12401,1,16,2.3,910
TXN501325,CUST20438,25233,2,15,4.6,2608
TXN501326,CUST20179,25805,1,13,5.5,3695
TXN501327,CUST20854,48486,1,10,0.3,3413
TXN501328,CUST20373,21286,1,15,0.9,999
TXN501329,CUST20465,61263,1,2,1.9,430
TXN501330,CUST20057,74361,2,13,2.3,2706
TXN501331,CUST20033,35665,1,19,2.2,848
TXN501332,CUST20818,30793,1,12,2.1,183
TXN501333,CUST20426,32777,3,16,7.3,3960
TXN501334,CUST20778,10820,1,14,18.9,3990
TXN501335,CUST20608,47798,1,13,8.0,624
TXN501336,CUST20315,35401,1,12,2.8,3767
TXN501337,CUST20636,26763,1,9,5.0,2732
TXN501338,CUST20448,351571,2,17,6.3,3188
TXN501339,CUST20889,15629,3,16,6.0,2721
TXN501340,CUST20321,106036,2,19,4.9,611
TXN501341,CUST20751,6051,2,15,4.9,2713
TXN501342,CUST20829,36926,1,10,2.4,3313
TXN501343,CUST20212,28879,2,12,11.5,3814
TXN501344,CUST20805,313555,1,17,1.5,420
TXN501345,CUST20006,53158,1,13,6.1,164
TXN501346,CUST20313,41051,1,7,0.4,126
TXN501347,CUST20522,27192,1,15,4.8,3714
TXN501348,CUST20569,36781,1,18,2.6,1136
TXN501349,CUST20627,144180,2,15,3.8,1806
TXN501350,CUST20186,28340,1,15,12.0,3517
TXN501351,CUST20823,123005,2,8,0.1,716
TXN501352,CUST20269,327767,1,14,1.7,1676
TXN501353,CUST20050,344402,1,2,164.0,1640
TXN501354,CUST20367,13581,3,16,1.1,2703
TXN501355,CUST20780,8933,1,15,1.6,2614
TXN501356,CUST20754,19422,2,12,0.0,2850
TXN501357,CUST20205,34564,3,13,0.6,1867
TXN501358,CUST20220,21775,3,14,5.6,784
TXN501359,CUST20750,37798,2,18,7.6,267
TXN501360,CUST20614,7298,1,21,5.5,3648
TXN501361,CUST20141,26630,1,14,0.2,3992
TXN501362,CUST20137,14427,1,13,1.8,2727
TXN501363,CUST20375,223208,1,15,2.6,3421
TXN501364,CUST20478,10786,2,15,3.7,3970
TXN501365,CUST20781,17435,30,12,23.4,673
TXN501366,CUST20145,8568,1,14,1.2,273
TXN501367,CUST20478,17261,1,13,0.5,3970
TXN501368,CUST20728,18177,1,19,8.9,542
TXN501369,CUST20264,33326,1,15,3.0,882
TXN501370,CUST20827,19364,3,14,5.5,282
TXN501371,CUST20582,98869,1,18,2.9,1421
TXN501372,CUST20713,6149,1,12,0.2,844
TXN501373,CUST20628,12669,1,17,0.8,1574
TXN501374,CUST20871,402831,1,5,16.3,2771
TXN501375,CUST20578,30115,2,13,3.9,1760
TXN501376,CUST20274,89104,1,9,14.0,2615
TXN501377,CUST20170,16502,1,17,0.2,1920
TXN501378,CUST20725,219085,3,14,7.9,3405
TXN501379,CUST20563,7443,1,13,2.7,3560
TXN501380,CUST20433,26243,1,17,1.1,1317
TXN501381,CUST20212,51634,2,10,1.7,3814
TXN501382,CUST20233,24585,3,20,1.7,953
TXN501383,CUST20244,23592,1,18,4.3,1268
TXN501384,CUST20427,8652,2,14,0.7,699
TXN501385,CUST20115,34630,1,24,3.6,2170
TXN501386,CUST20461,328423,1,17,6.1,3195
TXN501387,CUST20531,23156,1,6,1.4,1907
TXN501388,CUST20540,57547,1,10,3.5,2488
TXN501389,CUST20295,43519,1,18,6.5,1623
TXN501390,CUST20063,41545,2,14,3.6,3678
TXN501391,CUST20196,23526,1,12,2.2,3327
TXN501392,CUST20889,15038,1,15,3.6,2721
TXN501393,CUST20440,49699,2,13,0.1,3722
TXN501394,CUST20823,122155,1,12,2.7,716
TXN501395,CUST20541,12134,1,16,1.8,3322
TXN501396,CUST20096,35753,2,19,4.1,432
TXN501397,CUST20852,16609,2,8,1.2,213
TXN501398,CUST20033,6921464,2,13,2.7,848
TXN501399,CUST20737,37879,1,13,8.6,1053
TXN501400,CUST20386,27001,2,14,12.4,509
TXN501401,CUST20469,35446,3,15,3.2,1050
TXN501402,CUST20424,12059,1,13,2.8,549
TXN501403,CUST20002,10026,1,20,3.6,2839
TXN501404,CUST20255,22322,2,19,3.8,1743
TXN501405,CUST20122,182715,1,12,8.3,2847
TXN501406,CUST20880,23828,2,13,4.4,1210
TXN501407,CUST20095,46691,1,13,4.9,2070
TXN501408,CUST20223,35914,1,14,3.7,1749
TXN501409,CUST20311,12074,2,17,4.5,910
TXN501410,CUST20360,53367,2,15,2.8,2462
TXN501411,CUST20081,75416,1,15,0.6,672
TXN501412,CUST20758,48493,1,13,16.2,123
TXN501413,CUST20284,115055,1,6,2.0,96
TXN501414,CUST20892,12431,4,12,3.6,537
TXN501415,CUST20084,413806,1,7,6.0,898
TXN501416,CUST20897,21048,4,11,11.8,47
TXN501417,CUST20656,22669,1,15,1.7,3379
TXN501418,CUST20594,207833,3,17,2.1,3403
TXN501419,CUST20805,433725,1,17,2.9,420
TXN501420,CUST20880,22745,1,9,2.0,1210
TXN501421,CUST20289,480000,2,14,2.5,500
TXN501422,CUST20674,10316,1,14,0.7,2615
TXN501423,CUST20389,27209,1,14,4.2,268
TXN501424,CUST20505,63056,4,11,0.7,425
TXN501425,CUST20434,345149,2,11,0.4,2168
TXN501426,CUST20880,32164,1,14,0.6,1210
TXN501427,CUST20036,214415,1,12,0.3,3090
TXN501428,CUST20590,37900,1,11,2.9,1677
TXN501429,CUST20362,389056,1,17,1.5,3493
TXN501430,CUST20032,39452,1,8,1.9,732
TXN501431,CUST20393,16682,1,17,1.5,2745
TXN501432,CUST20865,7905539,2,8,2.5,596
TXN501433,CUST20701,22436,1,13,0.8,911
TXN501434,CUST20198,44955,22,20,10.7,2102
TXN501435,CUST20556,10276,2,16,3.3,1347
TXN501436,CUST20144,72729,1,12,1.8,2446
TXN501437,CUST20365,27556,1,9,3.2,2147
TXN501438,CUST20397,74872,2,10,2.4,1479
TXN501439,CUST20841,11061,1,19,1.9,33
TXN501440,CUST20390,39180,1,7,7.4,702
TXN501441,CUST20790,90565,1,11,4.2,2743
TXN501442,CUST20705,49764,1,15,6.2,2647
TXN501443,CUST20684,102668,2,14,0.2,304
TXN501444,CUST20308,17854,1,8,0.0,1894
TXN501445,CUST20504,55085,2,14,4.9,2982
TXN501446,CUST20222,69425,1,7,2.6,1541
TXN501447,CUST20504,65447,1,15,6.0,2982
TXN501448,CUST20617,13985,1,10,1.4,761
TXN501449,CUST20531,471188,3,1,359.4,1907
TXN501450,CUST20091,6101,1,13,5.5,1438
TXN501451,CUST20090,62523,1,13,6.5,2421
TXN501452,CUST20064,22234,3,12,0.2,2464
TXN501453,CUST20497,121698,2,9,1.9,2873
TXN501454,CUST20447,43888,1,13,3.7,3656
TXN501455,CUST20057,40594,1,18,0.2,2706
TXN501456,CUST20253,10579,1,11,9.1,2653
TXN501457,CUST20496,32622,2,17,6.3,895
TXN501458,CUST20077,4836,1,17,4.8,3369
TXN501459,CUST20095,32811,1,11,4.3,2070
TXN501460,CUST20395,37072,1,15,2.0,2364
TXN501461,CUST20402,8510,2,8,1.6,2321
TXN501462,CUST20569,41985,1,16,0.1,1136
TXN501463,CUST20680,7816375,3,20,3.3,1287
TXN501464,CUST20046,29971,2,11,1.4,460
TXN501465,CUST20269,224781,2,17,5.0,1676
TXN501466,CUST20638,25025,1,16,1.8,3163
TXN501467,CUST20503,20026,2,17,0.4,1134
TXN501468,CUST20888,34116,3,9,0.9,1927
TXN501469,CUST20718,36485,1,14,3.3,3204
TXN501470,CUST20486,26421,1,11,4.0,1067
TXN501471,CUST20683,16289,1,12,2.6,3857
TXN501472,CUST20797,11767,3,18,0.8,2764
TXN501473,CUST20762,133042,4,11,2.4,2733
TXN501474,CUST20670,197490,1,11,5.0,312
TXN501475,CUST20323,47411,1,11,1.1,3925
TXN501476,CUST20640,3888,1,10,1.0,850
TXN501477,CUST20594,184696,1,19,0.1,3403
TXN501478,CUST20068,243508,2,14,5.5,136
TXN501479,CUST20481,66777,1,12,3.0,1892
TXN501480,CUST20510,480000,1,13,1.2,2989
TXN501481,CUST20776,25620,1,15,0.5,3250
TXN501482,CUST20797,15353,1,8,0.7,2764
TXN501483,CUST20041,77422,1,10,5.2,924
TXN501484,CUST20124,480000,1,10,0.9,1853
TXN501485,CUST20801,42163,1,14,0.2,1724
TXN501486,CUST20815,29537,1,20,8.5,255
TXN501487,CUST20013,24725,2,17,0.8,750
TXN501488,CUST20868,72758,1,16,0.2,338
TXN501489,CUST20819,44666,2,14,4.1,1524
TXN501490,CUST20774,74542,1,13,2.4,3056
TXN501491,CUST20675,54309,1,14,1.9,752
TXN501492,CUST20223,28697,1,12,3.8,1749
TXN501493,CUST20140,28929,1,13,3.2,1367
TXN501494,CUST20535,10475,1,15,2.4,864
TXN501495,CUST20673,73272,1,18,1.3,1656
TXN501496,CUST20878,65713,1,4,3.6,3215
TXN501497,CUST20306,19658,2,15,3.8,1256
TXN501498,CUST20162,6839,2,9,1.1,828
TXN501499,CUST20261,26167,1,15,2.5,1675
TXN501500,CUST20899,10621,1,21,0.1,2043
TXN501501,CUST20834,23810,2,10,2.5,297
TXN501502,CUST20214,31427,3,15,1.5,1992
TXN501503,CUST20535,16005,1,12,4.5,864
TXN501504,CUST20563,15830,1,16,0.4,3560
TXN501505,CUST20613,50297,1,15,3.4,2482
TXN501506,CUST20142,13701,1,10,4.4,68
TXN501507,CUST20074,480000,2,10,0.4,381
TXN501508,CUST20731,259145,1,14,0.3,218
TXN501509,CUST20077,5152,1,17,3.3,3369
TXN501510,CUST20311,5281,2,18,1.0,910
TXN501511,CUST20056,14659,1,8,3.0,2116
TXN501512,CUST20602,26908,2,20,3.3,1530
TXN501513,CUST20892,16748,2,13,0.2,537
TXN501514,CUST20407,21956,2,17,5.9,3531
TXN501515,CUST20494,33249,1,15,9.5,2729
TXN501516,CUST20634,460186,1,11,4.0,1279
TXN501517,CUST20417,14962,2,12,5.4,1001
TXN501518,CUST20293,219436,1,15,0.7,1120
TXN501519,CUST20689,17931,1,14,2.7,3480
TXN501520,CUST20493,14668,2,13,4.2,2626
TXN501521,CUST20607,269828,1,19,2.6,943
TXN501522,CUST20017,380283,2,15,5.7,2835
TXN501523,CUST20334,315787,1,12,1.8,1632
TXN501524,CUST20114,30821,1,11,14.1,2862
TXN501525,CUST20424,9257,1,14,3.1,549
TXN501526,CUST20733,49391,1,12,1.6,361
TXN501527,CUST20840,233265,1,14,5.4,1366
TXN501528,CUST20309,225636,1,16,2.2,2207
TXN501529,CUST20290,12847,1,19,3.9,3526
TXN501530,CUST20580,133343,1,11,0.8,1611
TXN501531,CUST20857,35330,1,12,3.0,3666
TXN501532,CUST20576,54379,1,9,6.5,2341
TXN501533,CUST20246,80653,1,8,1.7,1664
TXN501534,CUST20561,45180,1,7,9.0,1192
TXN501535,CUST20035,12646,1,17,0.0,771
TXN501536,CUST20629,10501,1,15,6.3,3005
TXN501537,CUST20295,21528,2,12,1.3,1623
TXN501538,CUST20564,37853,2,11,2.0,1969
TXN501539,CUST20319,23736,1,13,1.2,533
TXN501540,CUST20236,16778,1,20,3.4,329
TXN501541,CUST20811,427239,1,7,3.3,3051
TXN501542,CUST20403,480000,1,11,0.9,854
TXN501543,CUST20362,156853,1,5,1.0,3493
TXN501544,CUST20843,51664,1,11,4.3,2406
TXN501545,CUST20001,118272,1,11,3.7,40
TXN501546,CUST20855,32765,2,13,5.7,255
TXN501547,CUST20595,19045,3,17,2.3,3442
TXN501548,CUST20843,31584,1,13,0.0,2406
TXN501549,CUST20190,22361,1,9,0.6,3717
TXN501550,CUST20261,13483,2,8,2.7,1675
TXN501551,CUST20138,26797,2,19,7.8,3020
TXN501552,CUST20611,28355,1,8,5.2,2833
TXN501553,CUST20432,23492,1,0,0.3,527
TXN501554,CUST20895,12328,2,16,0.1,1477
TXN501555,CUST20396,33442,1,14,9.4,1915
TXN501556,CUST20468,290510,1,11,8.4,478
TXN501557,CUST20887,480000,1,14,6.1,3938
TXN501558,CUST20548,47092,3,10,5.8,307
TXN501559,CUST20524,118928,1,10,6.1,586
TXN501560,CUST20200,31375,2,8,1.1,543
TXN501561,CUST20256,16968,1,21,3.7,823
TXN501562,CUST20038,43877,1,13,2.5,3960
TXN501563,CUST20646,156588,1,10,1.1,131
TXN501564,CUST20127,97082,1,14,2.3,3954
TXN501565,CUST20137,13215,1,11,4.3,2727
TXN501566,CUST20532,21609,1,13,1.1,3303
TXN501567,CUST20132,16307,1,19,3.0,2125
TXN501568,CUST20776,2907696,1,19,1.8,3250
TXN501569,CUST20037,5839,1,16,6.9,2003
TXN501570,CUST20566,20451,1,11,10.1,1811
TXN501571,CUST20471,15896,2,6,1.0,2185
TXN501572,CUST20449,29089,1,13,0.2,2085
TXN501573,CUST20145,3760,2,16,0.7,273
TXN501574,CUST20839,22938,3,11,4.3,759
TXN501575,CUST20794,178940,1,15,2.0,1034
TXN501576,CUST20846,6134,1,11,12.2,3234
TXN501577,CUST20739,56797,1,15,6.9,704
TXN501578,CUST20694,16617,2,16,7.1,58
TXN501579,CUST20244,43364,4,16,0.0,1268
TXN501580,CUST20749,54715,1,15,2.9,2574
TXN501581,CUST20778,34245,1,14,2.5,3990
TXN501582,CUST20407,39010,1,10,4.8,3531
TXN501583,CUST20319,11130,1,12,2.0,533
TXN501584,CUST20289,480000,1,14,0.9,500
TXN501585,CUST20633,57893,1,7,11.0,1860
TXN501586,CUST20290,23559,1,10,3.2,3526
TXN501587,CUST20609,14295,1,16,2.9,3941
TXN501588,CUST20058,450549,1,12,13.1,2281
TXN501589,CUST20385,15008,2,22,5.2,669
TXN501590,CUST20701,17106,2,10,4.3,911
TXN501591,CUST20524,128030,1,16,4.0,586
TXN501592,CUST20671,34284,3,16,3.0,1800
TXN501593,CUST20264,28908,1,10,0.5,882
TXN501594,CUST20014,7426,1,12,1.4,256
TXN501595,CUST20430,19055,2,15,3.7,2985
TXN501596,CUST20769,9589,1,9,1.9,1821
TXN501597,CUST20703,29515,1,15,0.9,482
TXN501598,CUST20741,275307,1,13,13.3,3814
TXN501599,CUST20821,60788,2,15,0.4,1234
TXN501600,CUST20213,9636,1,15,2.8,2609
TXN501601,CUST20828,89066,1,5,0.7,1106
TXN501602,CUST20076,4840003,1,11,4.8,250
TXN501603,CUST20263,241889,1,5,0.7,2115
TXN501604,CUST20392,21883,1,11,5.0,1043
TXN501605,CUST20072,12936,2,6,2.4,2037
TXN501606,CUST20889,14500,1,15,10.3,2721
TXN501607,CUST20804,199660,1,14,1.3,2172
TXN501608,CUST20318,33565,1,17,3.2,2837
TXN501609,CUST20703,16091,1,6,1.9,482
TXN501610,CUST20310,4846,3,14,10.7,1343
TXN501611,CUST20609,31445,1,19,3.1,3941
TXN501612,CUST20553,81499,1,10,14.2,2372
TXN501613,CUST20018,59091,2,12,0.2,400
TXN501614,CUST20698,26502,1,21,0.7,3099
TXN501615,CUST20203,188277,1,16,6.5,1821
TXN501616,CUST20795,54471,1,12,3.4,541
TXN501617,CUST20289,356188,2,20,1.7,500
TXN501618,CUST20542,38333,1,11,0.8,2571
TXN501619,CUST20062,27465,1,14,0.9,3011
TXN501620,CUST20645,12057,2,19,0.9,2604
TXN501621,CUST20230,480000,4,9,1.3,1501
TXN501622,CUST20294,28315,1,10,7.0,602
TXN501623,CUST20164,12859,1,13,4.4,855
TXN501624,CUST20707,40904,1,14,8.6,3130
TXN501625,CUST20670,157656,1,10,0.5,312
TXN501626,CUST20427,9760,2,13,0.9,699
TXN501627,CUST20631,28007,1,7,3.8,3902
TXN501628,CUST20861,27038,1,17,6.4,3929
TXN501629,CUST20287,58623,1,15,0.7,1020
TXN501630,CUST20371,36834,1,7,2.3,645
TXN501631,CUST20252,24011,4,7,6.0,1870
TXN501632,CUST20754,29932,1,10,1.4,2850
TXN501633,CUST20615,20086,1,17,3.6,49
TXN501634,CUST20165,101127,4,21,6.1,2783
TXN501635,CUST20441,26842,1,15,1.1,639
TXN501636,CUST20140,12557,1,12,2.9,1367
TXN501637,CUST20452,35455,1,11,5.0,2763
TXN501638,CUST20373,33436,2,19,4.6,999
TXN501639,CUST20100,24819,2,11,6.3,1919
TXN501640,CUST20708,10357,1,8,1.7,3282
TXN501641,CUST20173,38594,1,11,4.0,1151
TXN501642,CUST20672,47407,1,10,2.3,3658
TXN501643,CUST20728,10714,1,16,4.2,542
TXN501644,CUST20422,888508,1,2,194.8,3338
TXN501645,CUST20245,23305,2,11,1.3,3265
TXN501646,CUST20553,88798,1,11,2.2,2372
TXN501647,CUST20141,43030,1,15,0.4,3992
TXN501648,CUST20425,20109,1,14,4.6,3265
TXN501649,CUST20483,18294,1,8,6.6,2613
TXN501650,CUST20269,371656,2,6,8.1,1676
TXN501651,CUST20291,203794,2,11,0.5,890
TXN501652,CUST20500,5393,1,10,1.1,722
TXN501653,CUST20834,37278,1,12,3.8,297
TXN501654,CUST20794,396861,2,23,3.6,1034
TXN501655,CUST20156,28000,1,22,0.3,3195
TXN501656,CUST20271,25198,2,12,1.0,521
TXN501657,CUST20200,20388,1,18,14.5,543
TXN501658,CUST20600,18909,1,14,3.1,1892
TXN501659,CUST20153,48993,1,13,3.4,1335
TXN501660,CUST20475,43017,1,12,0.1,1155
TXN501661,CUST20267,23933,1,13,0.1,443
TXN501662,CUST20480,51039,1,13,8.7,1043
TXN501663,CUST20494,19104,2,10,1.5,2729
TXN501664,CUST20639,20588,1,15,1.4,1017
TXN501665,CUST20122,236598,3,7,0.5,2847
TXN501666,CUST20866,66262,1,8,2.3,247
TXN501667,CUST20516,41722,1,7,2.7,3728
TXN501668,CUST20037,8036,1,19,0.1,2003
TXN501669,CUST20241,50883,4,14,9.2,1539
TXN501670,CUST20128,480000,1,19,5.4,3238
TXN501671,CUST20529,14974,1,11,2.0,2265
TXN501672,CUST20694,30628,1,11,6.2,58
TXN501673,CUST20470,20423,1,4,1.5,3709
TXN501674,CUST20441,27542,1,15,4.9,639
TXN501675,CUST20552,21114,2,12,5.3,2638
TXN501676,CUST20468,406103,1,7,10.1,478
TXN501677,CUST20826,8595,1,18,6.2,309
TXN501678,CUST20403,480000,1,14,0.6,854
TXN501679,CUST20422,480000,1,19,6.6,3338
TXN501680,CUST20034,27706,4,6,0.7,3104
TXN501681,CUST20825,238287,2,14,4.2,3984
TXN501682,CUST20560,259872,3,8,2.2,1054
TXN501683,CUST20169,16350,2,13,6.6,142
TXN501684,CUST20462,42731,1,14,2.2,2634
TXN501685,CUST20333,12968,1,14,10.1,3898
TXN501686,CUST20063,18842,1,16,1.5,3678
TXN501687,CUST20466,13604,1,16,8.5,2980
TXN501688,CUST20882,17661,2,12,0.8,2644
TXN501689,CUST20736,39295,1,17,5.5,2486
TXN501690,CUST20655,19296,1,15,0.7,632
TXN501691,CUST20112,37686,1,12,0.3,977
TXN501692,CUST20364,323109,1,4,257.2,2081
TXN501693,CUST20276,7962,1,17,1.2,1220
TXN501694,CUST20785,6481,1,9,5.8,1345
TXN501695,CUST20063,26578,1,16,3.0,3678
TXN501696,CUST20732,324596,1,11,2.1,1082
TXN501697,CUST20154,480000,1,16,1.5,2298
TXN501698,CUST20590,95775,2,15,1.4,1677
TXN501699,CUST20384,10104,1,10,3.0,3498
TXN501700,CUST20235,34057,1,18,1.4,284
TXN501701,CUST20808,19378,1,11,5.2,1118
TXN501702,CUST20053,38792,1,14,1.8,3482
TXN501703,CUST20347,32622,1,15,3.5,3988
TXN501704,CUST20149,268952,1,10,4.7,502
TXN501705,CUST20274,56387,1,13,10.0,2615
TXN501706,CUST20641,15182,1,11,2.4,3549
TXN501707,CUST20428,127182,1,10,2.0,2665
TXN501708,CUST20645,11437,1,13,14.0,2604
TXN501709,CUST20842,13637,1,10,0.1,685
TXN501710,CUST20538,84295,1,15,2.0,3018
TXN501711,CUST20655,29788,1,12,3.7,632
TXN501712,CUST20218,20039,1,18,0.7,2456
TXN501713,CUST20263,199270,1,16,7.2,2115
TXN501714,CUST20168,21145,1,11,2.7,1793
TXN501715,CUST20673,17377,1,18,7.8,1656
TXN501716,CUST20238,142439,1,17,8.0,2884
TXN501717,CUST20702,31921,1,20,3.1,922
TXN501718,CUST20474,13013,1,12,2.4,3356
TXN501719,CUST20668,9983,1,12,0.7,1298
TXN501720,CUST20428,134939,1,11,3.1,2665
TXN501721,CUST20734,352380,1,14,1.8,1305
TXN501722,CUST20680,369695,1,12,1.1,1287
TXN501723,CUST20212,25077,1,15,2.0,3814
